time,altitude,velocity_smooth,heartrate,cadence,watts,temp,moving,latitude,longitude,id
1031,307.8,9.42,,68,195.0,24,True,32.883653,-97.652189,13901708037
1032,307.8,9.52,,72,200.0,24,True,32.883743,-97.652196,13901708037
1033,307.6,9.84,,74,227.0,24,True,32.883838,-97.652199,13901708037
1034,307.4,10.12,,68,187.0,24,True,32.883935,-97.652218,13901708037
1035,307.0,10.34,,72,219.0,24,True,32.884033,-97.652237,13901708037
1036,306.8,10.7,,71,210.0,24,True,32.884133,-97.652252,13901708037
1037,306.4,10.98,,72,216.0,24,True,32.884232,-97.652274,13901708037
1038,306.0,11.1,,74,207.0,24,True,32.884329,-97.65231,13901708037
1039,305.8,11.12,,74,195.0,24,True,32.884419,-97.652361,13901708037
1040,305.8,11.16,,72,195.0,24,True,32.884505,-97.652426,13901708037
1041,305.8,11.2,,74,199.0,24,True,32.884583,-97.652507,13901708037
1042,305.6,11.26,,74,195.0,24,True,32.884649,-97.652603,13901708037
1043,305.6,11.46,,75,175.0,24,True,32.884705,-97.652712,13901708037
1044,305.0,11.74,,78,191.0,24,True,32.884748,-97.652831,13901708037
1045,304.8,12.06,,80,156.0,24,True,32.884778,-97.652965,13901708037
1046,304.2,12.46,,80,179.0,24,True,32.884801,-97.653109,13901708037
1047,301.8,13.0,,87,203.0,24,True,32.884819,-97.653259,13901708037
1048,299.2,13.52,,90,205.0,24,True,32.884833,-97.653417,13901708037
1049,297.2,13.88,,87,229.0,24,True,32.884834,-97.653568,13901708037
1050,296.2,14.1,,88,245.0,24,True,32.884827,-97.653717,13901708037
1051,296.2,14.08,,83,247.0,24,True,32.884814,-97.65386,13901708037
1052,296.2,13.86,,84,221.0,24,True,32.884801,-97.653999,13901708037
1053,296.4,13.42,,85,270.0,24,True,32.884786,-97.654131,13901708037
1054,297.4,13.0,,81,194.0,24,True,32.884767,-97.654256,13901708037
1055,298.2,12.46,,83,246.0,24,True,32.884746,-97.654374,13901708037
1056,299.4,11.92,,79,229.0,24,True,32.884727,-97.654488,13901708037
1057,299.8,11.46,,77,225.0,24,True,32.884709,-97.6546,13901708037
1058,300.2,11.02,,77,241.0,24,True,32.884695,-97.65471,13901708037
1059,300.6,10.66,,70,196.0,24,True,32.884681,-97.654819,13901708037
1060,300.8,10.44,,81,231.0,24,True,32.884672,-97.654925,13901708037
1061,301.2,10.18,,80,207.0,24,True,32.884667,-97.655026,13901708037
1062,301.4,9.88,,80,244.0,24,True,32.884662,-97.655126,13901708037
1063,301.6,9.56,,76,203.0,24,True,32.884659,-97.655222,13901708037
1064,301.6,9.32,,74,184.0,24,True,32.884664,-97.655316,13901708037
1065,302.0,9.0,,75,202.0,24,True,32.884681,-97.655404,13901708037
1066,302.2,8.72,,80,258.0,24,True,32.884709,-97.655484,13901708037
1067,302.8,8.48,,76,239.0,24,True,32.884735,-97.655564,13901708037
1068,303.4,8.28,,75,227.0,24,True,32.884758,-97.655643,13901708037
1069,303.6,8.0,,77,252.0,24,True,32.884779,-97.65572,13901708037
1070,303.8,7.82,,75,217.0,24,True,32.884795,-97.6558,13901708037
1071,304.0,7.64,,79,254.0,24,True,32.884807,-97.655877,13901708037
1072,304.0,7.52,,78,254.0,24,True,32.884815,-97.655956,13901708037
1073,304.0,7.48,,76,249.0,24,True,32.88482,-97.656035,13901708037
1074,304.2,7.4,,76,243.0,24,True,32.88482,-97.656113,13901708037
1075,304.4,7.36,,76,243.0,24,True,32.884819,-97.656191,13901708037
1076,304.6,7.34,,74,254.0,24,True,32.884819,-97.656267,13901708037
1077,304.8,7.28,,74,247.0,24,True,32.884819,-97.656342,13901708037
1078,305.0,7.14,,74,258.0,24,True,32.88482,-97.656415,13901708037
1079,305.2,7.04,,73,246.0,24,True,32.884817,-97.656488,13901708037
1080,305.2,6.92,,71,255.0,24,True,32.884816,-97.656562,13901708037
1081,305.4,6.9,,72,257.0,24,True,32.884816,-97.656636,13901708037
1082,305.6,6.8,,71,247.0,24,True,32.884818,-97.656707,13901708037
1083,305.6,6.84,,71,246.0,24,True,32.884817,-97.656781,13901708037
1084,305.8,6.8,,71,241.0,24,True,32.884812,-97.656851,13901708037
1085,306.0,6.8,,71,241.0,24,True,32.884809,-97.656923,13901708037
1086,306.4,6.7,,70,235.0,24,True,32.884812,-97.656993,13901708037
1087,307.0,6.68,,70,256.0,24,True,32.884815,-97.657063,13901708037
1088,307.0,6.6,,70,256.0,24,True,32.884816,-97.657135,13901708037
1089,307.0,6.64,,69,230.0,24,True,32.884819,-97.657207,13901708037
1090,307.0,6.68,,71,222.0,24,True,32.884824,-97.65728,13901708037
1091,307.0,6.68,,69,212.0,24,True,32.884824,-97.65735,13901708037
1092,307.0,6.7,,69,217.0,24,True,32.884826,-97.657418,13901708037
1093,307.0,6.58,,70,217.0,24,True,32.884823,-97.657485,13901708037
1094,307.0,6.54,,69,189.0,24,True,32.884823,-97.657555,13901708037
1095,307.4,6.52,,69,192.0,24,True,32.884826,-97.657629,13901708037
1096,307.4,6.66,,71,292.0,24,True,32.884825,-97.657706,13901708037
1097,307.4,6.82,,71,0.0,24,True,32.884825,-97.657783,13901708037
1098,307.4,7.02,,71,0.0,24,True,32.884827,-97.657859,13901708037
1099,307.4,7.2,,0,0.0,24,True,32.884826,-97.657938,13901708037
1100,307.2,7.38,,0,0.0,24,True,32.884821,-97.658023,13901708037
1101,306.8,7.74,,0,0.0,24,True,32.884818,-97.658118,13901708037
1102,306.4,8.12,,19,21.0,24,True,32.884819,-97.658221,13901708037
1103,306.0,8.84,,79,193.0,24,True,32.884822,-97.658333,13901708037
1104,305.8,9.6,,84,212.0,24,True,32.884819,-97.658452,13901708037
1105,305.4,10.32,,79,163.0,24,True,32.884819,-97.658573,13901708037
1106,305.0,10.78,,80,189.0,24,True,32.88482,-97.658694,13901708037
1107,304.6,11.16,,80,201.0,24,True,32.884823,-97.658814,13901708037
1108,304.2,11.3,,82,200.0,24,True,32.884828,-97.658936,13901708037
1109,303.4,11.3,,81,188.0,24,True,32.884832,-97.659055,13901708037
1110,303.2,11.26,,81,193.0,24,True,32.884829,-97.659174,13901708037
1111,302.8,11.26,,82,213.0,24,True,32.884822,-97.659295,13901708037
1112,302.6,11.26,,78,189.0,24,True,32.884815,-97.659415,13901708037
1113,302.4,11.2,,80,206.0,24,True,32.884812,-97.659535,13901708037
1114,302.4,11.22,,84,225.0,24,True,32.884809,-97.659655,13901708037
1115,302.4,11.22,,79,209.0,24,True,32.884805,-97.659773,13901708037
1116,302.6,11.18,,79,194.0,24,True,32.884799,-97.659892,13901708037
1117,302.4,11.08,,77,191.0,24,True,32.884811,-97.660007,13901708037
1118,302.4,10.98,,89,198.0,24,True,32.884848,-97.660116,13901708037
1119,302.4,10.86,,85,214.0,24,True,32.884907,-97.66021,13901708037
1120,302.2,10.8,,85,207.0,24,True,32.884984,-97.660286,13901708037
1121,301.8,10.7,,84,203.0,24,True,32.88507,-97.660339,13901708037
1122,301.8,10.7,,82,196.0,24,True,32.885158,-97.660388,13901708037
1123,301.8,10.66,,84,225.0,24,True,32.885241,-97.660436,13901708037
1124,301.8,10.4,,89,222.0,24,True,32.885317,-97.660481,13901708037
1125,302.0,9.94,,79,195.0,24,True,32.885386,-97.660522,13901708037
1126,302.8,9.4,,96,233.0,24,True,32.885452,-97.660554,13901708037
1127,304.0,8.74,,86,226.0,24,True,32.885514,-97.660583,13901708037
1128,304.8,8.0,,88,230.0,24,True,32.885568,-97.660609,13901708037
1129,305.4,7.18,,88,270.0,24,True,32.885613,-97.660631,13901708037
1130,306.0,6.48,,86,270.0,24,True,32.885653,-97.660654,13901708037
1131,306.8,5.74,,83,312.0,24,True,32.885688,-97.660673,13901708037
1132,307.4,5.1,,71,303.0,24,True,32.885721,-97.660693,13901708037
1133,308.0,4.54,,71,304.0,24,True,32.885754,-97.660712,13901708037
1134,308.2,4.34,,69,291.0,24,True,32.885786,-97.660736,13901708037
1135,308.2,4.14,,69,277.0,24,True,32.885818,-97.660758,13901708037
1136,308.2,4.08,,69,270.0,24,True,32.885849,-97.660779,13901708037
1137,308.2,4.06,,70,269.0,24,True,32.885883,-97.6608,13901708037
1138,308.2,4.2,,77,337.0,24,True,32.885918,-97.660825,13901708037
1139,308.2,4.22,,69,201.0,24,True,32.885953,-97.660846,13901708037
1140,308.2,4.28,,64,268.0,24,True,32.885989,-97.66087,13901708037
1141,308.4,4.44,,77,366.0,24,True,32.886027,-97.66089,13901708037
1142,308.4,4.56,,77,32.0,24,True,32.886064,-97.660917,13901708037
1143,308.6,4.56,,28,32.0,24,True,32.886102,-97.66094,13901708037
1144,308.8,4.76,,65,222.0,24,True,32.886145,-97.660966,13901708037
1145,309.0,4.98,,69,221.0,24,True,32.886189,-97.660992,13901708037
1146,309.4,5.14,,71,228.0,24,True,32.886232,-97.661023,13901708037
1147,309.8,5.34,,74,266.0,24,True,32.886279,-97.661048,13901708037
1148,310.0,5.58,,66,183.0,24,True,32.886328,-97.661073,13901708037
1149,310.2,5.7,,67,218.0,24,True,32.886375,-97.661104,13901708037
1150,310.2,5.9,,69,229.0,24,True,32.886424,-97.661137,13901708037
1151,310.4,6.02,,71,240.0,24,True,32.886471,-97.66117,13901708037
1152,310.4,6.2,,65,185.0,24,True,32.886523,-97.661202,13901708037
1153,310.4,6.34,,68,219.0,24,True,32.886578,-97.661232,13901708037
1154,310.4,6.48,,68,277.0,24,True,32.886633,-97.661264,13901708037
1155,310.4,6.54,,68,0.0,24,True,32.886687,-97.661299,13901708037
1156,310.2,6.68,,68,0.0,24,True,32.886741,-97.661333,13901708037
1157,310.2,6.78,,0,0.0,24,True,32.886798,-97.661364,13901708037
1158,310.2,6.88,,19,10.0,24,True,32.886854,-97.661399,13901708037
1159,310.0,6.92,,63,168.0,24,True,32.886909,-97.661436,13901708037
1160,310.0,7.1,,67,183.0,24,True,32.886967,-97.661476,13901708037
1161,310.0,7.28,,73,205.0,24,True,32.887028,-97.661515,13901708037
1162,310.0,7.44,,64,185.0,24,True,32.887089,-97.661559,13901708037
1163,310.0,7.72,,68,187.0,24,True,32.887155,-97.661603,13901708037
1164,310.0,8.12,,71,171.0,24,True,32.88723,-97.661643,13901708037
1165,309.6,8.54,,71,187.0,24,True,32.887312,-97.661687,13901708037
1166,309.6,9.1,,78,187.0,24,True,32.887397,-97.661736,13901708037
1167,308.6,9.74,,74,184.0,24,True,32.887485,-97.661791,13901708037
1168,307.8,10.28,,80,210.0,24,True,32.887572,-97.66185,13901708037
1169,307.8,10.64,,78,219.0,24,True,32.887658,-97.661904,13901708037
1170,307.4,10.92,,77,234.0,24,True,32.887747,-97.66196,13901708037
1171,307.4,10.98,,84,246.0,24,True,32.887833,-97.662011,13901708037
1172,307.6,10.8,,80,250.0,24,True,32.887914,-97.662062,13901708037
1173,308.0,10.54,,73,204.0,24,True,32.887989,-97.662114,13901708037
1174,308.2,10.24,,82,252.0,24,True,32.88806,-97.662162,13901708037
1175,309.8,9.66,,80,255.0,24,True,32.888126,-97.6622,13901708037
1176,310.4,9.08,,79,260.0,24,True,32.888192,-97.662236,13901708037
1177,311.2,8.62,,75,227.0,24,True,32.888255,-97.662273,13901708037
1178,311.4,8.16,,75,221.0,24,True,32.888317,-97.662309,13901708037
1179,311.4,7.84,,73,221.0,24,True,32.888378,-97.662349,13901708037
1180,311.4,7.82,,72,204.0,24,True,32.888441,-97.662393,13901708037
1181,311.4,7.8,,77,215.0,24,True,32.888505,-97.662427,13901708037
1182,311.4,7.84,,66,195.0,24,True,32.88857,-97.662466,13901708037
1183,311.2,7.96,,68,202.0,24,True,32.888634,-97.66251,13901708037
1184,311.2,8.14,,71,204.0,24,True,32.888701,-97.662552,13901708037
1185,311.2,8.26,,73,202.0,24,True,32.888771,-97.662597,13901708037
1186,311.2,8.5,,72,209.0,24,True,32.888843,-97.662639,13901708037
1187,311.2,8.64,,73,145.0,24,True,32.888918,-97.662674,13901708037
1188,311.0,8.88,,69,159.0,24,True,32.888995,-97.662713,13901708037
1189,310.6,9.02,,73,181.0,24,True,32.889075,-97.662738,13901708037
1190,310.2,9.24,,78,202.0,24,True,32.88916,-97.662767,13901708037
1191,310.0,9.52,,71,146.0,24,True,32.889249,-97.6628,13901708037
1192,309.8,9.98,,78,146.0,24,True,32.88935,-97.662823,13901708037
1193,309.6,10.48,,77,154.0,24,True,32.889454,-97.662854,13901708037
1194,308.0,11.12,,80,173.0,24,True,32.889562,-97.66289,13901708037
1195,306.6,11.78,,84,175.0,24,True,32.889677,-97.662925,13901708037
1196,305.8,12.28,,81,164.0,24,True,32.889789,-97.662965,13901708037
1197,305.2,12.72,,80,167.0,24,True,32.889903,-97.66301,13901708037
1198,302.8,13.06,,80,182.0,24,True,32.89002,-97.663051,13901708037
1199,302.0,13.34,,83,200.0,24,True,32.890139,-97.663089,13901708037
1200,301.2,13.38,,85,197.0,24,True,32.890256,-97.663125,13901708037
1201,300.6,13.54,,83,201.0,24,True,32.890377,-97.663152,13901708037
1202,300.4,13.66,,83,207.0,24,True,32.890502,-97.663175,13901708037
1203,300.0,13.74,,85,204.0,24,True,32.890626,-97.663182,13901708037
1204,299.6,13.52,,81,180.0,24,True,32.89074,-97.663165,13901708037
1205,299.4,13.24,,79,211.0,24,True,32.890849,-97.663143,13901708037
1206,299.0,12.96,,76,215.0,24,True,32.890957,-97.663121,13901708037
1207,299.0,12.6,,72,196.0,24,True,32.891064,-97.663095,13901708037
1208,298.6,12.24,,73,204.0,24,True,32.891171,-97.663069,13901708037
1209,298.6,12.08,,73,198.0,24,True,32.891276,-97.66304,13901708037
1210,298.6,12.12,,72,194.0,24,True,32.891385,-97.663013,13901708037
1211,298.8,12.14,,74,201.0,24,True,32.891493,-97.662989,13901708037
1212,298.6,12.16,,72,187.0,24,True,32.891599,-97.662958,13901708037
1213,298.6,12.2,,74,193.0,24,True,32.891706,-97.662927,13901708037
1214,298.4,12.26,,75,184.0,24,True,32.891815,-97.662901,13901708037
1215,298.2,12.28,,72,176.0,24,True,32.891926,-97.662889,13901708037
1216,298.0,12.24,,76,192.0,24,True,32.892037,-97.662903,13901708037
1217,297.6,12.28,,75,198.0,24,True,32.892145,-97.662938,13901708037
1218,297.2,12.34,,75,191.0,24,True,32.892248,-97.662999,13901708037
1219,297.2,12.42,,76,181.0,24,True,32.892338,-97.66308,13901708037
1220,296.6,12.5,,78,185.0,24,True,32.892421,-97.663173,13901708037
1221,295.6,12.66,,77,168.0,24,True,32.89251,-97.663265,13901708037
1222,295.0,12.86,,82,209.0,24,True,32.892599,-97.663362,13901708037
1223,293.8,13.1,,81,182.0,24,True,32.892697,-97.663456,13901708037
1224,293.2,13.34,,85,177.0,24,True,32.892799,-97.66354,13901708037
1225,292.8,13.64,,85,186.0,24,True,32.892904,-97.663628,13901708037
1226,292.2,13.88,,84,174.0,24,True,32.89301,-97.663711,13901708037
1227,290.8,14.04,,87,187.0,24,True,32.893119,-97.663794,13901708037
1228,290.0,14.14,,89,187.0,24,True,32.893228,-97.663873,13901708037
1229,289.2,14.2,,89,91.0,24,True,32.893333,-97.663956,13901708037
1230,288.4,14.1,,89,91.0,24,True,32.893442,-97.664023,13901708037
1231,287.6,13.96,,17,91.0,24,True,32.893554,-97.664077,13901708037
1232,287.6,13.56,,17,31.0,24,True,32.893654,-97.664133,13901708037
1233,287.6,13.04,,53,31.0,24,True,32.893748,-97.664197,13901708037
1234,287.8,12.56,,86,313.0,24,True,32.893836,-97.664262,13901708037
1235,288.4,11.88,,82,261.0,24,True,32.893915,-97.664325,13901708037
1236,288.8,11.28,,77,224.0,24,True,32.893995,-97.664385,13901708037
1237,289.2,10.82,,76,228.0,24,True,32.894069,-97.664443,13901708037
1238,289.8,10.34,,80,240.0,24,True,32.894139,-97.664495,13901708037
1239,290.6,9.8,,76,250.0,24,True,32.894209,-97.664545,13901708037
1240,291.0,9.54,,76,229.0,24,True,32.894278,-97.664597,13901708037
1241,291.4,9.18,,77,230.0,24,True,32.894344,-97.664648,13901708037
1242,291.6,8.94,,80,219.0,24,True,32.894413,-97.664693,13901708037
1243,292.0,8.82,,82,233.0,24,True,32.89448,-97.664743,13901708037
1244,292.2,8.76,,82,240.0,24,True,32.89455,-97.664788,13901708037
1245,292.4,8.7,,80,240.0,24,True,32.89462,-97.664829,13901708037
1246,292.6,8.66,,80,242.0,24,True,32.89469,-97.664866,13901708037
1247,292.6,8.62,,81,242.0,24,True,32.894759,-97.664905,13901708037
1248,292.8,8.6,,79,235.0,24,True,32.89483,-97.664938,13901708037
1249,292.8,8.54,,78,242.0,24,True,32.894901,-97.664964,13901708037
1250,293.2,8.46,,78,243.0,24,True,32.894974,-97.664986,13901708037
1251,293.2,8.4,,79,243.0,24,True,32.895046,-97.665009,13901708037
1252,293.4,8.32,,79,241.0,24,True,32.895117,-97.665029,13901708037
1253,293.6,8.22,,77,227.0,24,True,32.895189,-97.665046,13901708037
1254,293.6,8.16,,78,240.0,24,True,32.89526,-97.665055,13901708037
1255,293.6,8.0,,75,222.0,24,True,32.895328,-97.665063,13901708037
1256,293.6,7.88,,83,274.0,24,True,32.895396,-97.665071,13901708037
1257,293.6,7.64,,77,241.0,24,True,32.895461,-97.665077,13901708037
1258,293.6,7.5,,82,274.0,24,True,32.895529,-97.665082,13901708037
1259,293.6,7.38,,77,246.0,24,True,32.895596,-97.665085,13901708037
1260,293.8,7.4,,78,247.0,24,True,32.895663,-97.665082,13901708037
1261,293.8,7.3,,75,219.0,24,True,32.895728,-97.665083,13901708037
1262,294.4,7.34,,82,230.0,24,True,32.895791,-97.665084,13901708037
1263,295.0,7.2,,80,233.0,24,True,32.895851,-97.665082,13901708037
1264,295.4,7.04,,83,224.0,24,True,32.895911,-97.665085,13901708037
1265,296.2,6.78,,83,230.0,24,True,32.895967,-97.665086,13901708037
1266,296.4,6.58,,82,251.0,24,True,32.896021,-97.66509,13901708037
1267,296.6,6.3,,79,255.0,24,True,32.896072,-97.665093,13901708037
1268,296.8,6.08,,77,250.0,24,True,32.896121,-97.665095,13901708037
1269,297.0,5.74,,75,250.0,24,True,32.896168,-97.6651,13901708037
1270,297.2,5.56,,73,242.0,24,True,32.896215,-97.665102,13901708037
1271,297.4,5.28,,79,223.0,24,True,32.896259,-97.665099,13901708037
1272,297.6,5.1,,81,264.0,24,True,32.896304,-97.6651,13901708037
1273,297.6,5.04,,78,260.0,24,True,32.89635,-97.665104,13901708037
1274,297.6,4.96,,75,256.0,24,True,32.896394,-97.665107,13901708037
1275,297.6,4.84,,75,257.0,24,True,32.896439,-97.665112,13901708037
1276,297.8,4.96,,75,241.0,24,True,32.896484,-97.665124,13901708037
1277,297.8,5.0,,81,236.0,24,True,32.896527,-97.665131,13901708037
1278,298.2,4.76,,77,259.0,24,True,32.896566,-97.665141,13901708037
1279,298.4,4.8,,76,265.0,24,True,32.896607,-97.66515,13901708037
1280,298.4,4.68,,78,283.0,24,True,32.896646,-97.665153,13901708037
1281,298.6,4.54,,75,273.0,24,True,32.89669,-97.665157,13901708037
1282,298.6,4.54,,73,266.0,24,True,32.896733,-97.665165,13901708037
1283,299.0,4.64,,73,280.0,24,True,32.896773,-97.665175,13901708037
1284,299.2,4.58,,73,268.0,24,True,32.896812,-97.665189,13901708037
1285,299.8,4.66,,72,268.0,24,True,32.896849,-97.665203,13901708037
1286,300.0,4.56,,74,280.0,24,True,32.896886,-97.665215,13901708037
1287,300.2,4.46,,74,296.0,24,True,32.896923,-97.665231,13901708037
1288,300.4,4.42,,74,339.0,24,True,32.89696,-97.665252,13901708037
1289,300.6,4.44,,71,217.0,24,True,32.896997,-97.665272,13901708037
1290,300.8,4.52,,71,265.0,24,True,32.897036,-97.665295,13901708037
1291,301.6,4.66,,70,255.0,24,True,32.897074,-97.66532,13901708037
1292,302.2,4.68,,70,285.0,24,True,32.897115,-97.665343,13901708037
1293,302.4,4.94,,62,285.0,24,True,32.897161,-97.665372,13901708037
1294,302.6,5.18,,62,0.0,24,True,32.897203,-97.665401,13901708037
1295,303.0,5.22,,62,0.0,24,True,32.897244,-97.665429,13901708037
1296,303.0,5.36,,0,0.0,24,True,32.897289,-97.665454,13901708037
1297,303.0,5.54,,0,0.0,24,True,32.897334,-97.665478,13901708037
1298,303.0,5.52,,34,114.0,24,True,32.89738,-97.665504,13901708037
1299,303.2,5.52,,65,229.0,24,True,32.897427,-97.665532,13901708037
1300,303.6,5.72,,65,233.0,24,True,32.897478,-97.665561,13901708037
1301,303.8,5.9,,69,233.0,24,True,32.897527,-97.665594,13901708037
1302,303.8,6.06,,66,190.0,24,True,32.89758,-97.66562,13901708037
1303,303.8,6.24,,66,211.0,24,True,32.897634,-97.665645,13901708037
1304,303.8,6.38,,67,211.0,24,True,32.897687,-97.665676,13901708037
1305,303.8,6.54,,70,221.0,24,True,32.89774,-97.665714,13901708037
1306,303.8,6.62,,73,250.0,24,True,32.897792,-97.665753,13901708037
1307,304.0,6.78,,65,203.0,24,True,32.89785,-97.665788,13901708037
1308,304.4,6.96,,68,215.0,24,True,32.897908,-97.665827,13901708037
1309,304.4,7.16,,68,210.0,24,True,32.897964,-97.665872,13901708037
1310,304.4,7.22,,70,210.0,24,True,32.89802,-97.665916,13901708037
1311,304.4,7.46,,72,233.0,24,True,32.898078,-97.665967,13901708037
1312,304.4,7.62,,70,220.0,24,True,32.898135,-97.666013,13901708037
1313,304.4,7.62,,72,207.0,24,True,32.898192,-97.666054,13901708037
1314,304.4,7.56,,69,212.0,24,True,32.898245,-97.666102,13901708037
1315,304.4,7.66,,70,222.0,24,True,32.898299,-97.666155,13901708037
1316,304.6,7.56,,74,263.0,24,True,32.898347,-97.666212,13901708037
1317,304.6,7.52,,61,188.0,24,True,32.898391,-97.666276,13901708037
1318,304.8,7.56,,64,212.0,24,True,32.898435,-97.666341,13901708037
1319,304.8,7.76,,62,192.0,24,True,32.898486,-97.666403,13901708037
1320,304.8,7.84,,74,201.0,24,True,32.898539,-97.666463,13901708037
1321,304.8,7.92,,75,227.0,24,True,32.898583,-97.666529,13901708037
1322,304.8,8.0,,72,215.0,24,True,32.898626,-97.666596,13901708037
1323,304.8,8.04,,76,258.0,24,True,32.898668,-97.666663,13901708037
1324,304.8,7.94,,64,208.0,24,True,32.898712,-97.666726,13901708037
1325,304.8,7.84,,65,224.0,24,True,32.898757,-97.66679,13901708037
1326,305.0,7.84,,66,205.0,24,True,32.898802,-97.666854,13901708037
1327,305.2,7.78,,68,232.0,24,True,32.898845,-97.666922,13901708037
1328,305.4,7.8,,67,226.0,24,True,32.898888,-97.666991,13901708037
1329,305.6,7.88,,74,211.0,24,True,32.898932,-97.66706,13901708037
1330,306.0,7.98,,77,234.0,24,True,32.898976,-97.667131,13901708037
1331,306.2,8.04,,76,227.0,24,True,32.899022,-97.667198,13901708037
1332,306.4,8.1,,77,231.0,24,True,32.899068,-97.667268,13901708037
1333,306.6,8.16,,78,249.0,24,True,32.89911,-97.66734,13901708037
1334,306.8,8.2,,76,234.0,24,True,32.899157,-97.667408,13901708037
1335,307.0,8.22,,74,247.0,24,True,32.899207,-97.667474,13901708037
1336,307.4,8.24,,75,243.0,24,True,32.899258,-97.667536,13901708037
1337,307.8,8.18,,75,254.0,24,True,32.899306,-97.667595,13901708037
1338,308.0,8.06,,74,254.0,24,True,32.899352,-97.667654,13901708037
1339,308.4,7.84,,65,213.0,24,True,32.899402,-97.667707,13901708037
1340,308.6,7.7,,64,218.0,24,True,32.899452,-97.667761,13901708037
1341,308.8,7.58,,63,228.0,24,True,32.899505,-97.667817,13901708037
1342,308.8,7.62,,67,230.0,24,True,32.89956,-97.667873,13901708037
1343,308.8,7.78,,69,238.0,24,True,32.899617,-97.66793,13901708037
1344,308.6,7.94,,68,212.0,24,True,32.899673,-97.667988,13901708037
1345,308.6,8.12,,70,212.0,24,True,32.89973,-97.668048,13901708037
1346,308.6,8.26,,70,216.0,24,True,32.899788,-97.668107,13901708037
1347,308.4,8.4,,70,220.0,24,True,32.899843,-97.668171,13901708037
1348,308.4,8.4,,70,212.0,24,True,32.899897,-97.668235,13901708037
1349,308.4,8.52,,72,226.0,24,True,32.899956,-97.668295,13901708037
1350,308.6,8.58,,71,208.0,24,True,32.900019,-97.668352,13901708037
1351,309.2,8.66,,69,207.0,24,True,32.900081,-97.66841,13901708037
1352,309.4,8.7,,74,223.0,24,True,32.900147,-97.668462,13901708037
1353,309.4,8.8,,74,245.0,24,True,32.900216,-97.66851,13901708037
1354,309.4,8.82,,81,218.0,24,True,32.900282,-97.66856,13901708037
1355,309.4,8.76,,81,227.0,24,True,32.900349,-97.668605,13901708037
1356,309.2,8.66,,80,231.0,24,True,32.900417,-97.668645,13901708037
1357,309.2,8.56,,78,210.0,24,True,32.900487,-97.668681,13901708037
1358,309.2,8.48,,81,211.0,24,True,32.900556,-97.66872,13901708037
1359,309.2,8.44,,80,225.0,24,True,32.900625,-97.668759,13901708037
1360,309.4,8.42,,77,228.0,24,True,32.900693,-97.668801,13901708037
1361,309.4,8.44,,80,236.0,24,True,32.90076,-97.66884,13901708037
1362,309.6,8.44,,78,229.0,24,True,32.900827,-97.668879,13901708037
1363,310.0,8.4,,78,231.0,24,True,32.900896,-97.668912,13901708037
1364,310.4,8.34,,80,228.0,24,True,32.900964,-97.668945,13901708037
1365,310.6,8.28,,75,228.0,24,True,32.901033,-97.668978,13901708037
1366,310.6,8.26,,78,259.0,24,True,32.901101,-97.669016,13901708037
1367,310.6,8.2,,78,259.0,24,True,32.901168,-97.669053,13901708037
1368,310.8,8.2,,77,259.0,24,True,32.901235,-97.669089,13901708037
1369,310.8,8.1,,74,249.0,24,True,32.901299,-97.669121,13901708037
1370,310.8,8.06,,74,256.0,24,True,32.901364,-97.669152,13901708037
1371,311.0,7.9,,74,232.0,24,True,32.901425,-97.669187,13901708037
1372,311.4,7.74,,79,271.0,24,True,32.901482,-97.669224,13901708037
1373,311.4,7.5,,78,245.0,24,True,32.901541,-97.669256,13901708037
1374,311.6,7.36,,77,246.0,24,True,32.901599,-97.669287,13901708037
1375,311.8,7.18,,77,268.0,24,True,32.901656,-97.669321,13901708037
1376,312.0,7.1,,73,242.0,24,True,32.901713,-97.669356,13901708037
1377,312.2,7.06,,73,234.0,24,True,32.901771,-97.669388,13901708037
1378,312.6,7.08,,75,253.0,24,True,32.90183,-97.669421,13901708037
1379,312.8,7.1,,74,247.0,24,True,32.901889,-97.66945,13901708037
1380,312.8,7.1,,73,254.0,24,True,32.901948,-97.669478,13901708037
1381,313.0,7.14,,73,256.0,24,True,32.902008,-97.66951,13901708037
1382,313.0,7.16,,74,257.0,24,True,32.902067,-97.669542,13901708037
1383,313.0,7.12,,74,258.0,24,True,32.902124,-97.669571,13901708037
1384,313.2,7.12,,75,269.0,24,True,32.902182,-97.669605,13901708037
1385,313.2,7.18,,76,264.0,24,True,32.90224,-97.669638,13901708037
1386,313.4,7.12,,76,241.0,24,True,32.902297,-97.66967,13901708037
1387,313.4,7.06,,74,241.0,24,True,32.902354,-97.669702,13901708037
1388,313.6,7.06,,78,265.0,24,True,32.902412,-97.669736,13901708037
1389,313.8,7.1,,75,208.0,24,True,32.902471,-97.669771,13901708037
1390,313.8,7.08,,74,213.0,24,True,32.90253,-97.669805,13901708037
1391,314.0,7.16,,74,232.0,24,True,32.902584,-97.669848,13901708037
1392,314.2,7.14,,74,219.0,24,True,32.902638,-97.669883,13901708037
1393,314.4,7.14,,74,219.0,24,True,32.902697,-97.669911,13901708037
1394,314.6,7.12,,74,250.0,24,True,32.902759,-97.669936,13901708037
1395,315.0,7.14,,77,250.0,24,True,32.902821,-97.669961,13901708037
1396,315.2,7.12,,77,265.0,24,True,32.902882,-97.66999,13901708037
1397,315.4,7.2,,71,184.0,24,True,32.902941,-97.670023,13901708037
